,Label,clean_text,String,encoded_label
1403,Bullying,ih ko muka jelek sekali siii seram kek setan,"""Ih ko muka jelek banget siii serem kek setan""",0.0
1404,Bullying,foto ketiga jablay murahan,"""Itu yang foto ketiga jablay murahan bukan?""",0.0
1405,Bullying,jelek saja tukang selingkuh kamu buriq,"""Jelek aja tukang selingkuh lo buriq !!!!""",0.0
1406,Non-bullying,memang suci nghina segitu nya,"""Emang kalian se suci apa sampai nghina dia segitu nya""",1.0
1407,Non-bullying,mending follow unfollow sudah tidak usah ribet,"""Mending yang follow pada unfollow Udeh gausah ribet""",1.0
1408,Bullying,dekil tatoan mampus karir kamu hancurr pantek,"""Dekil tatoan, mampus karir Lo hancurr pantek""",0.0
1409,Bullying,sudah berlian pilih batu nisan,"""Udah ada berlian malah milih batu nisan""",0.0
1410,Bullying,alasan setan ama setan karena kalau setan bidadari sayapnya rontok diceker digigit dijambak2,"""Alasan setan ama setan, KARNA KALO SETAN SAMA BIDADARI, SAYAPNYA RONTOK, DICEKER, DIGIGIT, DIJAMBAK2""",0.0
1411,Bullying,erick tidak akhlak jelek listy jelek,"""Lagian juga Erick gak ada akhlak jelek lagi Listy juga jelek""",0.0
1412,Bullying,setan ma setan mahh memang cocokk udee,"""Setan ma setan mahh emg cocokk udee""",0.0
1413,Bullying,lonte kurus pucet kek mayat hidup,"""Lonte kurus pucet kek mayat hidup""",0.0
1414,Bullying,muka tutup panci wkwkekek jelek nya sampai ubun ubun,"""Itu muka apa tutup panci wkwkekek jelek nya ampe ke ubun ubun""",0.0
1415,Non-bullying,xrickolim smngat terus bro tiada manusia yang sempurna kamu bangkit n gbu keepstrong,"""@xrickolim smngat trus bro tiada manusia yg sempurna kmu pasti bisa bangkit n jadi lebih baik GBU keepstrong""",1.0
1416,Bullying,bodoh anak orang sudah tidak perawan noh gara kamu wkwkw,"""bego anak orang udah ga perawan noh gara"" lu wkwkw""",0.0
1417,Bullying,frustasi habis uangnya kasihannn,"""Frustasi..Sudah habis uangnya..Kasihannn""",0.0
1418,Non-bullying,bro kamu yang ngehujat erick tetapi masalah sok keras,"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",1.0
1419,Non-bullying,semangat rick usaha barunya,"""Semangat Rick untuk usaha barunya""",1.0
1420,Bullying,hadehh muka kaya tong sampah,"""Hadehh muka kaya tong sampah .""",0.0
1421,Non-bullying,sekali omongan kasar tobat kawan kawan comment kasar nya,"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",1.0
1422,Bullying,ni orang jelek tidak obat jj liat ya,"""Ni org jelek ga ada obat.kok jj mau liat apa ya..""",0.0
1423,Non-bullying,semangat bang orang ngejudge kamu peduliin,"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",1.0
1424,Non-bullying,tuhan yesus semangat rick,"""Tuhan yesus baik semangat rick""",1.0
1425,Non-bullying,balas komen hate bang bikin sakit jempol mending berkarya,"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",1.0
1426,Bullying,eh kamu nyadar tidak sudah dekil tatoan nya kaya daki haha,"""Eh lo nyadar ga ? Udah dekil terus tatoan, jadi nya kaya daki haha""",0.0
1427,Bullying,jelek dapat selingkuhan jelek keren yaa imbang wkkw,"""jelek dapet selingkuhan jelek juga keren yaa imbang wkkw""",0.0
1428,Non-bullying,ngehina fisik ni orang tidak benar ya wkwkwkwk,"""Wah ngehina fisik ni orang,ga bener ya wkwkwkwk""",1.0
1429,Bullying,bunuh sono goblox,"""BUNUH DIRI LAH SONO GOBLOX""",0.0
1430,Non-bullying,sabar komentar ujian,"""Sabar semua komentar ini ujian""",1.0
1431,Non-bullying,santai rick yang ngehujat kamu belum tahu perjalanan hidup kamu saja sok suci,"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",1.0
1432,Non-bullying,sabar yah tetap semangat ngejar karirnya dengerin orang ngebacot komen saja,"""Yang sabar yah,tetep semangat ngejar karirnya jangan dengerin kata orang mereka Cuma bisa ngebacot di komen doank""",1.0
1433,Bullying,erick masuk neraka jalur selingkuh bos,"""Erick masuk neraka jalur selingkuh bos""",0.0
1434,Non-bullying,terus berkarya brd titik seperti,"""Trs berkarya walaupun brd di titik sprti ini""",1.0
1435,Non-bullying,stop ngatain orang kamu yang ngatain orang ngaca dulu ngatain mirip suci saja hidup kamu,"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",1.0
1436,Non-bullying,ngatain sepertinya idupnya gapernag bikin kesalahan,"""Yang ngatain keknya idupnya gapernag bikin kesalahan""",1.0
1437,Bullying,gila kamu karena tidak laku youtube,"""Jadi gila kau rupanya karna gak laku lagi di YouTube""",0.0
1438,Bullying,kasihan yah sudah stress,"""Kasian yah sdh stress banyak masalah""",0.0
1439,Bullying,jatohnya kek ajg sih rikkk,"""Kok jatohnya malah kek ajg sih rikkk""",0.0
1440,Bullying,karir turun autis kasihan hahah,"""Karir turun jadi autis kasian hahah""",0.0
1441,Non-bullying,erick kek gini saya kangenin keep itu up bruuh,"""erick yang kek gini yang gua kangenin, keep it up bruuh""",1.0
1442,Bullying,sudah autis iya bagi awokawkk,"""Udah mau autis iya bg awokawkk""",0.0
1443,Bullying,kasihan muda sudah stresss,"""Kasian masih muda udah stresss""",0.0
1444,Non-bullying,komen yang support ketutup yang hate bgst memang ig,"""Banyak komen yg support malah ketutup yg hate bgst emang IG""",1.0
1445,Non-bullying,maudy cantik na natural bnr2 cantik sangat cantik dalam,"""Maudy cantik na natural bnr2 cantik bgt, cantik luar dlm""",1.0
1446,Non-bullying,bikin konten youtube student life at standford maudyayunda s1 at oxford fansmu tunggu nih,"""Bikin konten YouTube Student life at standford @maudyayunda seperti waktu S1 at Oxford. Fansmu pada nungguin nih.""",1.0
1447,Non-bullying,aura orang pintar memang shining ya bun hy_dindut,"""Aura org pinter emg shining ya bun @hy_dindut""",1.0
1448,Non-bullying,paket lengkap deh sudah cantik pintar,"""Paket lengkap deh.. udh cantik pintar lagi""",1.0
1449,Non-bullying,sukaa sangat sama artis tidak neko2 natural bngett,"""Sukaa bnget sm artis ini? nggak neko2.. dan natural bngett""",1.0
1450,Non-bullying,cantik pintar bertalenta orangtua yang tidak ingin anak seperti mba maudy,"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",1.0
1451,Bullying,idih mak lampir dibanding uya ma kamu kamu butiran debu kamu dikenal bacot rajin2 ngaca deh,"""Idih mak lampir, dibanding uya ma lu, lu bagaikan butiran debu,, lu dikenal karena bacot? rajin2 ngaca deh""",0.0
1452,Bullying,anjirlah muka kamu kek kuntilanak sok cantik,"""Anjirlah muka lo kek kuntilanak malah sok cantik""",0.0
1453,Bullying,mbak cadel yang bangga cadelnya sih kasihan karena cadel jijik tidak bisu saja,"""Mbak cadel yg bangga dengan cadelnya,, Harusnya sih kasihan karna cadel tapi lama"" jadi jijik kenapa gak sekalian bisu aja""",0.0
1454,Non-bullying,sudah pintar cantik tidak kebanyakan tingkah perfect,"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",1.0
1455,Non-bullying,hati hati mody jaga jaga serangan brutal rasisme wajahmu sekilas onnie2 korea waspada,"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie2 korea. Tetap waspada""",1.0
1456,Non-bullying,bikin konten youtube daily activity stanford kak maudyayunda,"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",1.0
1457,Non-bullying,motivasi aku ka maudy cantipp sangat,"""Motivasi ku ka Maudy cantipp bngt""",1.0
1458,Non-bullying,semoga kecerdasan mbak maudy bermanfaat agama nusa bangsa aamiin,"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",1.0
1459,Non-bullying,damage nya cewek pintar tidak ada lawann,"""Damage nya cewek pinter gada lawann""",1.0
1460,Bullying,cantikan berisi kurus sangat kurus auranya,"""cantikan waktu berisi dulu? sekarang kurus bgt, kurus begini auranya kurang""",0.0
1461,Bullying,cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya,"""cantik sih, tapi sayang kurus ya. padahl udh nikah lo, kurang bahagia sama pernikahannya?""",0.0
1462,Non-bullying,good vibes lapar,"""masih good vibes walaupun sedang lapar""",1.0
1463,Non-bullying,kakak cantik sangat bismillah cerdasnya nular,"""kakak cantik bgt bismillah cerdasnya nular""",1.0
1464,Bullying,bodoh kamu alam semesta seisinya serentak murka mendengarkan lagumu,"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",0.0
1465,Non-bullying,dua2 nya cantik sekali masya allah,"""Dua2 nya cantik banget masya Allah""",1.0
1466,Non-bullying,ka nisa ariana grande,"""ka nisa mirip ariana grande masa""",1.0
1467,Non-bullying,adiknya kak maudy cantik pintar aura positifnya ramah lemah lembut rajin sholeha,"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",1.0
1468,Non-bullying,sekilas yang abu ariana grande haha,"""Sekilas yg abu mirip ariana grande haha""",1.0
1469,Non-bullying,nya ariana grande,"""Yang satu nya mirip Ariana grande""",1.0
1470,Non-bullying,kakak adik cantik ya suka duanya,"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",1.0
1471,Non-bullying,rambutnya kak modd bagussss hitam berkilauu,"""Rambutnya kak modd bagussss? Item berkilauu""",1.0
1472,Non-bullying,cantik congrats kak msuk nominsi tc candler,"""Cantik semua congrats kak msuk nominsi tc candler""",1.0
1473,Non-bullying,maudy enak bet sudah cantik iya pintar iya,"""Maudy enak bet dah cantik iya pinter iya""",1.0
1474,Non-bullying,kukira dedeknya berdiri mukul bang jer pakai ukulele salah salah,"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele? ternyata aku salah salah :""""",1.0
1475,Non-bullying,bang jerome kalau nyanyiny kek gini bagus suaranya ganyangkaaa,"""Bang jerome KLO nyanyiny kek gini bagus suaranya ganyangkaaa""",1.0
1476,Non-bullying,sutan lucu menggemaskan,"""Sutan kamu sangat lucu dan menggemaskan""",1.0
1477,Non-bullying,bang vidio bareng sutan kayaknya senang ama bang jerom,"""Bang sering-sering dong buat vidio bareng sutan dia kayanya juga seneng ama bang jerom""",1.0
1478,Non-bullying,kalau jeromepoline video berdua saja seharian anak hahah lucu gimana riwehnya,"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",1.0
1479,Bullying,muka kamu cabul sekali sih bagi hahah,"""Muka lu kok cabul banget sih bg hahah""",0.0
1480,Bullying,raut mukanya saja sudah orang kalah judi makan enak,"""Dari raut mukanya aja udh terlihat seperti org kalah judi dan tidak pernah makan enak""",0.0
1481,Non-bullying,kak jerome mirip boneka tahu hahah,"""Kak jerome kayak boneka tau hahah""",1.0
1482,Non-bullying,mukbang makanan sehat kak salad jepang gituuu,"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",1.0
1483,Non-bullying,yakinin niatnya bagi semoga sukses,"""Yakinin dulu niatnya bg? Semoga sukses""",1.0
1484,Non-bullying,bang nonton kerja jepang bermanfaat sangat kontennya jadi gampang kalau cari jepang,"""Bang, aku nonton kamu setelah aku kerja di Jepang. Bermanfaat bgt kontennya jd gampang kalo mau nyari apa apa di Jepang""",1.0
1485,Non-bullying,hanya rumus diet yang tidak dipecahka ya bang,"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",1.0
1486,Non-bullying,perut maju tetapi semangat maju,"""Perut makin maju tpi semangat jangan tak maju""",1.0
1487,Non-bullying,pantas kak jessica bilang bang jerom beruang wkwkwk,"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",1.0
1488,Non-bullying,aduhh susah kalau urusan sma jerome rumus matematika bahasannya daya diriku yang suka bahas inggris daripada matematika,"""Aduhh susah klo urusan sma Jerome rumus matematika terus bahasannya? Apakah daya diriku yg lebih suka bhs Inggris drpd matematika""",1.0
1489,Non-bullying,kaya tulus ya mukanya kalau diliat2,"""Kaya tulus ya mukanya klo diliat2""",1.0
1490,Non-bullying,kak jerome trik biar paham cepat rumus matematika dung,"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",1.0
1491,Non-bullying,x baca caption mikir pakai kalkulator cuyyy hahaha,"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",1.0
1492,Non-bullying,sumpah si kak kemeja jeans bikin kelihatan seger sangat mantap mantap,"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",1.0
1493,Non-bullying,ama aktor korea yang main film reply 1988 yang kaka nya jung hwan wkwk,"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",1.0
1494,Non-bullying,iya bang jer berbeda kalau pakai style mirip gini fresh anak gaul,"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",1.0
1495,Non-bullying,kalau style gini pas begitu bang sma umur kamu yang masih muda kelihatan lebih fresh saja sesuai sma umur,"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",1.0
1496,Non-bullying,dewasa imutt aih cipaaaaaa,"""Kok makin dewasa makin imutt aih cipaaaaaa""",1.0
1497,Non-bullying,maniss bangettt pengen sudah senyuman manis mirip ka syifaaa,"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",1.0
1498,Non-bullying,nih orang manis sangat sihh tidak ngerti,"""Nih orang manis bnget sihh ga ngerti lagi""",1.0
1499,Non-bullying,kakak pintar nyanyi ya syifahadjureal suaranya bagus kak,"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",1.0
1500,Non-bullying,tidak salah kalau kak syifa cantik mamahnya saja cantik bgtt jujurr,"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",1.0
1501,Non-bullying,lelaki yang kamu lelaki yang beruntung,"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",1.0
1502,Non-bullying,sangat ayahmu kalau adikmu sangat mamamu,"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",1.0
1503,Non-bullying,kakak sudah cantik sii cantikan kalau pakai hijab,"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",1.0
1504,Non-bullying,gemeshh kaya pengen cubit,"""Gemeshh rasanya kaya aku pengen cubit""",1.0
1505,Non-bullying,angelkmgi cute sih ganteng parah masih juga,"""@angelkmgi ini paling cute sih, ganteng parah msh kecil jg""",1.0
1506,Bullying,pengen saya pacul mulut kamu woii anjeng busuk,"""Pengen gw pacul mulut lo!! woii anjeng busuk""",0.0
1507,Non-bullying,bilang orang-orang artis cewek yang menurutku cantik syifa ziu,"""Sering blg ke org2 artis cewek yg menurutku paling cantik syifa sama ziu""",1.0
1508,Non-bullying,ka cipa itu sudah cantik manis sangat manisnya itu nglebihin gula,"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",1.0
1509,Non-bullying,sekilas cantikkan syifa,"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",1.0
1510,Non-bullying,setuju tidak sih si tetap cntik sangat tidak pakai pakai up tidak pakai pakai up pucet sangat seperti tidak makan setahunn,"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",1.0
1511,Non-bullying,dahlahh memang cantik kamu cippp,"""dahlahh emang cantik luar dalam kmu ini cippp""",1.0
1512,Non-bullying,muka cantik pakai up hini bahagia sangat kali ya yang suaminya liat bidadari harinya,"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",1.0
1513,Non-bullying,suka bgtt sama kak cipaa orangnya humble sama orang temannya,"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",1.0
1514,Non-bullying,artis remaja indonesia yang manis sangat kalau senyum deh perasaan yang nempel hati,"""Artis remaja di Indonesia yg manis bgt kalo senyum Cuma dia deh perasaan yg nempel di hati""",1.0
1515,Non-bullying,doakan perempuan yang bernama nagita sehat bahagia lahir batin sayang sama,"""Aku doakan perempuan baik yg bernama Nagita selalu sehat, bahagia lahir batin, dan banyak yang sayang sm dia..""",1.0
1516,Non-bullying,rafathar nya mantull ni pulang tidak jadi menginap karena tidak teman mamany di rumah papany pulangg jadi jagain temani mama ya aa,"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu  ya aa""",1.0
1517,Non-bullying,kultur kerja kaya gini saya bagus si tidak kapitalis sekali petingginya kerja ngevlog endors semoga gaji tidak senjang si haha,"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",1.0
1518,Non-bullying,senang kerja rans mbak gigi tidak ngebossy,"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",1.0
1519,Non-bullying,senang yaa lihat orang sukses meeting ya allah pengen sukses mirip begitu biar status instastory,"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",1.0
1520,Non-bullying,semoga kelg crew sehat rejeki terus lancar ya kak gigi,"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",1.0
1521,Non-bullying,fokus nagita pas minum sempet baca doa keren sangat hasil didikan orang tua nya,"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",1.0
1522,Bullying,kasihan ya nagita suami kerjaannya berzinah,"""Kasihan ya , Nagita punya suami kerjaannya berzinah terus""",0.0
1523,Non-bullying,koreaable sekali face rafathar cakap ganteng manis sekali,"""Koreaable banget face rafathar cakep ganteng manis banget""",1.0
1524,Non-bullying,masyaallah rafathar ganteng sangat tidak kuat ngeliat alisny,"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny?""",1.0
1525,Non-bullying,siwon ya lama2 perasaan saya saja,"""Kok mirip siwon ya lama2, apa perasaan gw aja.""",1.0
1526,Non-bullying,lucunya berasa mirip kaka adik,"""Lucunya berasa kayak kaka dan adek""",1.0
1527,Non-bullying,wajah nagita kya umur 20an,"""Itu wajah nagita kya masih umur 20an""",1.0
1528,Non-bullying,foto nomor edit edit ya saayy kamera nyaa bening model fotonya bening tidak pakai filter tipu tipu,"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",1.0
1529,Non-bullying,look nya rafathar memang tidak dipungkiri diborong gen mama gigi haha,"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",1.0
1530,Non-bullying,nagita kaya anak muda coba cantikk bangeett,"""Nagita masa kaya anak muda coba cantikk bangeett""",1.0
1531,Non-bullying,masyaallah mamany cantik anaknya ganteng perfect,"""Masyaallah mamany cantik anakny ganteng, perfect""",1.0
1532,Non-bullying,kaya adik kakak kak gigi kelihatan muda sekali,"""Kaya adek kakak.. kak gigi keliatan muda banget""",1.0
1533,Non-bullying,gede saja rafathar ya pintar ya rafathar,"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",1.0
1534,Non-bullying,mama gigi rambutnya pirang cantik muda,"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",1.0
1535,Non-bullying,ootd mama gigi simple elegan nya masyaallah,"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",1.0
1536,Non-bullying,masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",1.0
1537,Non-bullying,mama gigi ketemu gajah gajahnya senang tertawa begitu ahhaha,"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",1.0
1538,Non-bullying,ya allah tidak tahu kenapa aku suka lihat nagita pakai dress modelnya cakap cakap,"""Ya allah ga tau knp ak suka setiap lihat nagita pake dress modelnya cakep cakep""",1.0
1539,Non-bullying,i see beauty in everything mba gigi sehat dede bayi nya,"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",1.0
1540,Non-bullying,mama gigi cantik sekali look younger than her age love mama gigi,"""Mama gigi cantik banget? look younger than her age.. love mama gigi""",1.0
1541,Non-bullying,semoga adeknya rafathar anak tangguh kuat cerdas,"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",1.0
1542,Non-bullying,pakaian apapun yang dipakai mama gigi keceee,"""Pakaian apapun yg dipake mama gigi selalu keceee""",1.0
1543,Non-bullying,terima kasih kak nagita raffinagita1717 support molly si gajah satwa satwa bali zoo kunjungannya keluarga,"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",1.0
1544,Non-bullying,kaya nya gajahnya merasakan aura positif nya mb gigi sumringah juga gajahnya loo,"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",1.0
1545,Non-bullying,manis sekali mbak gigi masya allah hamil bersinar,"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",1.0
1546,Non-bullying,mama gigi tidak pernah tidak cantik sih kalau,"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",1.0
1547,Non-bullying,semoga sehat bayi kandungan nya ibunya ya,"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",1.0
1548,Non-bullying,cantik sekali semoga sehat kakak panutan,"""Cantik banget semoga sehat selalu kakak panutan""",1.0
1549,Non-bullying,masyaallah mempesona kaum adam kaum hawa,"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",1.0
1550,Non-bullying,tidak orang bangun tidur siang secantik ka yaya,"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",1.0
1551,Non-bullying,tua muda yehh mukanya cantik bngett mau nangiss ampun cantik ka yaya,"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",1.0
1552,Non-bullying,gapaham cakeup nya natural masyaallah,"""Gapaham lagi cakeup nya natural Masyaallah""",1.0
1553,Non-bullying,raisa mah tipe cantik sopan santun pakaiannya,"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",1.0
1554,Non-bullying,ka yayaaa why are you always stunning pretty girl,"""ka yayaaa, why are you always stunning pretty girl.""",1.0
1555,Non-bullying,ya allah ni orang peri cantik amatt,"""Ya Allah ni orang apa peri, cantik amatt""",1.0
1556,Non-bullying,cantik sekali heran samping kanan kiri dan lain lain tetap saja cantik,"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",1.0
1557,Non-bullying,berhenti cakap tidak kakk pusingggg ih,"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",1.0
1558,Non-bullying,cantik bajunya keren warnanya bikin pangling,"""Cantik bajunya keren warnanya bikin pangling""",1.0
1559,Non-bullying,dongggg liked congratulations,"""Sudah dongggg dan sudah di liked juga.. congratulations""",1.0
1560,Non-bullying,udaaaahh nontonnnnn lagunya bajunya makeup hairdo nyaaa sukaakkkk,"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",1.0
1561,Non-bullying,raisa tidak monoton suka deh sering2 kek gini,"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""",1.0
1562,Non-bullying,sudah kunyah saja cute sekali,"""udah dong. Lagi ngunyah aja cute banget""",1.0
1563,Non-bullying,penyihir secantik saya rela dikutuk tokek laut,"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",1.0
1564,Non-bullying,ya ampun kak makan sih cantik sekali,"""Ya ampun kak makan apa sih kok bisa cantik banget""",1.0
1565,Non-bullying,ya allah kek anak yang masih batita kalau lagi marah manyunnya gemes hahaha,"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",1.0
1566,Non-bullying,sudah sumpah bagus sekali serasa liat cerita disney begitu,"""Aku udah. Dan sumpah bagus banget. Serasa liat cerita disney gitu""",1.0
1567,Bullying,kamu tidak sopan mukak kamu mirip babi,"""lu lebih gak sopan, mukak lu kayak babi!""",0.0
1568,Non-bullying,ya allah sempurna sih ciptaanmu yang in,"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",1.0
1569,Non-bullying,ragu saja cantiknya sudah kek gini bagaimana kalau yak cantiknya kek heran,"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",1.0
1570,Non-bullying,kelihatan ragu kelihatan cantik,"""Bukan keliatan ragu, tapi keliatan cantik""",1.0
1571,Non-bullying,warna bikin raisa shinning merah hitam putih pink and emerald,"""Warna yang paling bikin Raisa makin shinning itu merah, hitam, putih, pink and emerald""",1.0
1572,Non-bullying,raisa pakai baju merah sumpahh cantik bgttt,"""Raisa pake baju merah sumpahh cantik bgttt""",1.0
1573,Non-bullying,liriknya pendek tetapi susah hafal pas putar kali eh candu sekali,"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",1.0
1574,Non-bullying,kak yaya tidak ngeraguin pendengar lagu2 nya,"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",1.0
1575,Non-bullying,ka yaya kalau ragu tetap secantik yah,"""Ka yaya kalo ragu tetep secantik itu yah :"")""",1.0
1576,Non-bullying,ragu saja cantik kak serius,"""Ragu aja cantik kan kak, apalagi kalau serius""",1.0
1577,Non-bullying,tidak alay tidak muluk muluk natural sukaaaa,"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",1.0
1578,Non-bullying,seru sangat gemoy tim berkebun plus tim alam sangat niiii,"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",1.0
1579,Non-bullying,nikmatnya menghirup oksigen bebas ya,"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",1.0
1580,Non-bullying,slide mukanya gaya saja tetap cantikk,"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",1.0
1581,Non-bullying,mba isyana foto gelap2an gini saja aesthetic sangat ya,"""mba isyana foto gelap2an gini aja aesthetic bgt ya""",1.0
1582,Non-bullying,mba isyana sudah cantik suaranya bagus kompeten ah sukaaaa,"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",1.0
1583,Non-bullying,tidak taulah suka sekali gayanya isyan,"""Ga Taulah aku juga suka banget sama gayanya isyan""",1.0
1584,Non-bullying,kangen nonton konser isyan langsung masih virtual experience nya saja begitu,"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",1.0
1585,Non-bullying,congrats ka isyanasarasvati berkarya sukses mnjd inpirasi,"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses? dan terus mnjd inpirasi kita semua?""",1.0
1586,Non-bullying,congrats kak pantes mendapatkannya,"""Congrats kak, kamu memang pantes mendapatkannya""",1.0
1587,Non-bullying,berharap kak isyanasarasvati umur inspirasi musisi indonesia suka musik indonesia kak isyana,"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",1.0
1588,Non-bullying,sudah cantik agak gesrek ya kelebihannya semangat produktif,"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",1.0
