,Label,String,clean_text,encoded_label
526,negative,"Lamborghini Viral Berpelat Nomor Palsu di Bali Terdaftar Milik Perusahaan di Bandung Tebak-tebakan, bayar pajak gak nih mobil?? @DitjenPajakRI",lamborghini viral berpelat nomor palsu bali terdaftar milik perusahaan bandung tebak tebakan bayar pajak tidak nih mobil ditjenpajakri,0
527,negative,"Pak said didu, saya org sumut mendoakan spy bpk sehat selalu agar bisa tetap nyinyir kpd pemerintah yg sdh bekerja utk mensejahterakan rakyat. Spt di sumut sekarang jd mudah bepergian dgn adanya pembangunan jln tol dari pajak. Bapak jgn lupa bayar pajak ya. RT @msaid_didu: Prestasi MENONJOL Ibu Menkeu Sri Mulyani di Rezim Jokowi : negative. Utang meroket dari Rp 2.6positivepositive t menjadi Rp 7.8positivepositive t dg bunga tinggi 2. Mengurangi/mencabut subsidi utk rakyat. 3. Memberi insentif pajak dan subsidi kpd orang kaya 4. Menaikkan pajak 5. Memperkaya staf @KemenkeuRI",said didu orang sumut mendoakan supaya bapak sehat nyinyir kepada pemerintah yang sudah untuk mensejahterakan rakyat seperti sumut jadi mudah bepergian dengan pembangunan jalan tol pajak jangan lupa bayar pajak ya rt msaid_didu prestasi menonjol menkeu sri mulyani rezim jokowi negative utang meroket rp 2 6positivepositive t rp 7 8positivepositive t dengan bunga 2 mengurangi mencabut subsidi untuk rakyat 3 insentif pajak subsidi kepada orang kaya 4 menaikkan pajak 5 memperkaya staf kemenkeuri,0
528,positive,"Orang bijak bayar pajak RT @jokowi: Hingga 9 Maret 2positive23, 6,6 juta wajib pajak telah menyampaikan SPT, meningkat dibanding tahun sebelumnya yang 5,4 juta di periode yang sama. Saya mengimbau seluruh wajib pajak menyampaikan SPT sampai 3negative Maret 2positive23. Penerimaan negara dari pajak digunakan untuk mendorong pembangunan.",orang bijak bayar pajak rt jokowi 9 maret 2positive23 6 6 juta wajib pajak seperti meningkat dibanding 5 4 juta periode mengimbau wajib pajak seperti 3negative maret 2positive23 penerimaan negara pajak mendorong pembangunan,1
529,negative,Radikal sekali Pejabat Pajak Kemenkeu Seharusnya ia menjadi contoh pelaporan harta dan bayar pajak saat menjadi pejabat. Namun yang terjadi malah Rafael Alun tidak membayar pajak. Paradoks Rafael Alun Pejabat Pajak Kemenkeu tapi Tak Patuh Bayar Pajak,radikal pejabat pajak kemenkeu contoh pelaporan harta bayar pajak pejabat rafael alun membayar pajak paradoks rafael alun pejabat pajak kemenkeu patuh bayar pajak,0
530,negative,"Ibu ini klo negara kekurangan uang ide nya cm naikin pajak, terus duite di korup sama entah siapa...kemudian kita tetap disuruh bayar pajak...yang tolol siapa???? #SriMulyaniMundur",kalau negara kekurangan uang ide nya cuma naikin pajak duite korup disuruh bayar pajak tolol srimulyanimundur,0
531,negative,BAYAR PAJAK BIAR BISA TUMBAS RUBIJAGUNG 🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍😍😍😍😍❤❤❤❤🧡🧡🧡💛💛💛💚💚💚💙💙💙💜💜💜🖤🖤🖤🤍🤍🤍🤎🤎🤎❤‍🔥❤‍🔥❤‍🔥❤‍🩹❤‍🩹❤‍🩹❣️❣️❣️💕💕💕💞💞💞💓💓💓💗💗💗💖💖💖💘💘💘💝💝💝💟💟💟,bayar pajak biar tumbas rubijagung,0
532,negative,"Makin enek bayar pajak. RT @PartaiSocmed: Coba tebak berapa duit pembayar pajak untuk outfit puterinya Andhi Pramono, Kepala Bea Cukai Makassar ini? Cc @KPK_RI @DitjenPajakRI @KemenkeuRI",enek bayar pajak rt partaisocmed coba tebak duit pembayar pajak outfit puterinya andhi pramono kepala bea cukai makassar cc kpk_ri ditjenpajakri kemenkeuri,0
533,positive,"Ahahahahaahaha dpt dana dari kementrian untuk keperluan penelitian, yaa tentu udah dipotong pajak dong pas nerimanya. Tp ternyata pas lapor SPT disuruh bayar pajak lg senilai pajak yg dipotong dari dana penelitian itu. Kan lucu, ini sama2 instansi loh hahaha Hati2 deh lain kali RT @linabossanova: gimana pegawai cukai ngga kaya raya dari satu orang aja malak segini dengan alasan dan perhitungan yang ngga jelas, ini rill kasus gw tahun lalu. padahal invoice barang udh tertera harga barang gw cuma 4jt an, tapi harus bayar pajak 55jt. Ternyata duitnya buat beli balenciaga 😌",ahahahahaahaha dapat dana kementrian keperluan penelitian yaa sudah dipotong pajak pas nerimanya tetapi pas lapor seperti disuruh bayar pajak lagi senilai pajak yang dipotong dana penelitian lucu sama2 instansi loh hahaha hati2 deh kali rt linabossanova gimana pegawai cukai tidak kaya raya orang saja malak segini alasan perhitungan tidak rill saya invoice barang sudah tertera harga barang saya 4jt an bayar pajak 55jt duitnya beli balenciaga,1
534,positive,"Persiapan #JumatBerkah #JumatBerbagi. Bukan dengan Rubicon hanya bersama RevoFit kesayangan yang ga pernah telat bayar #pajak. Alhamdulillah.. Alhamdulillah, ya Allah bertemu Jumat lagi. Thanks God Its Friday #TGIF",persiapan jumatberkah jumatberbagi rubicon revofit kesayangan tidak telat bayar pajak alhamdulillah alhamdulillah ya allah bertemu jumat terima kasih god its friday tgif,1
535,negative,"warga bayar pajak dan juga dipalak, trus hasilnya utk jalan2 ke luar negeri dan beli balenciaga RT @linabossanova: gimana pegawai cukai ngga kaya raya dari satu orang aja malak segini dengan alasan dan perhitungan yang ngga jelas, ini rill kasus gw tahun lalu. padahal invoice barang udh tertera harga barang gw cuma 4jt an, tapi harus bayar pajak 55jt. Ternyata duitnya buat beli balenciaga 😌",warga bayar pajak dipalak terus hasilnya untuk jalan2 negeri beli balenciaga rt linabossanova gimana pegawai cukai tidak kaya raya orang saja malak segini alasan perhitungan tidak rill saya invoice barang sudah tertera harga barang saya 4jt an bayar pajak 55jt duitnya beli balenciaga,0
536,negative,apa bayar pajak motor tahunan dengan syarat ini di Samsat keliling masih berlaku? -rek makasihhhh,bayar pajak motor tahunan syarat samsat keliling berlaku rek makasihhhh,0
537,negative,"Chuaks ""karena tanpa DJP...."" @PNS_Ababil . Seharusnya adalah tanpa peran serta semua aparatur baik pemerintah, aparat, dan militer serta masyarakat yang bayar pajak negara ini tidak akan bertahan bro🤦🏽‍♂️ merasa paling penting klean😅 RT @Sharan_4426: @prastow Mohon izin senior, sebagai alumni DJP saya mohon bantuan bapak untuk melindungi 4negative,5positivepositive teman saya yang masih di DJP dari gempuran orang luar yang tidak senang dengan DJP. Karena tanpa DJP/Pajak negara ini tidak akan bisa jalan. Terima kasih sebelumnya. 🙏",chuaks djp pns_ababil peran aparatur pemerintah aparat militer masyarakat bayar pajak negara bertahan bro klean rt sharan_4426 prastow mohon izin senior alumni djp mohon bantuan melindungi 4negative 5positivepositive teman djp gempuran orang senang djp djp pajak negara jalan terima kasih,0
538,negative,"Mau reminder, jgn lupa bayar pajak ya gais✨️😭",reminder jangan lupa bayar pajak ya gais,0
539,positive,Udah pak .. alhamdulilah bayar pajak.. buat gajinya peann.. RT @txtdrberseragam:,sudah alhamdulilah bayar pajak gajinya peann rt txtdrberseragam,1
540,positive,"Warganet memang kritis, dan itu amat penting. Sebab kalau tidak ada yg kritis (spt mereka yg disana itu) tentu kian sengsara rakyat di negeri ini. __ Transaksi Janggal Rp 3positivepositive Triliun di Kemenkeu, Warganet : Kami Dipaksa Bayar Pajak, Uangnya Kalian Rampas",warganet kritis yang kritis seperti yang disana kian sengsara rakyat negeri __ transaksi janggal rp 3positivepositive triliun kemenkeu warganet dipaksa bayar pajak uangnya rampas,1
541,positive,"gw setiap habis beli tanah lamsung pagar tembok keliling rumah. ya mesti megap2 beli material dan bayar tukang,ngurus sertifikat. soalnyaa banyak masyarakat kelakuannya: tanah kosong di kebon lalu bangun gubug lama2 bangun rumah. merasa memiliki dahal gak bayar pajak.",saya habis beli tanah lamsung pagar tembok keliling rumah ya mesti megap2 beli material bayar tukang urus sertifikat soalnyaa masyarakat kelakuannya tanah kosong kebon bangun gubug lama2 bangun rumah memiliki dahal tidak bayar pajak,1
542,negative,"Admin pilih kasih, yang direply yang udah bayar pajak doang. Ya minimal bales pake template kek. Atau P doang gitu biar akrab RT @DitjenPajakRI: Tanggal-tanggal penting di bulan Maret untuk #KawanPajak. 🙏",admin pilih kasih direply sudah bayar pajak saja ya minimal balas pakai template kek p saja begitu biar akrab rt ditjenpajakri tanggal tanggal maret kawanpajak,0
543,positive,"Moga cepet kelarrr gue ngep ngepan yh bayar pajak bea cukai naik mulu 😩 RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",semoga cepat kelarrr saya ngep ngepan yh bayar pajak bea cukai terus rt partaisocmed bea cukai perkenalka andhi pramono kepala bea cukai makassar,1
544,positive,tanda sudah dewasa: bayar pajak kendaraan🥲,tanda dewasa bayar pajak kendaraan,1
545,negative,Stop bayar pajak ##,stop bayar pajak,0
546,negative,"inilah yg disebut intoleran super radikal Rakyat diperas apapun dipajaki,malah pejabat pajaknya sendiri menipu,korup,ngak mau bayar pajak.. Ternyata Radikalisme kumpulnya di Kemenkeu toh RT @detikcom: Rafael Alun Trisambodo merupakan mantan pejabat Direktorat Pajak Kemenkeu. Seharusnya menjadi contoh, namun ia malah ketahuan tak bayar pajak.",yang intoleran super radikal rakyat diperas apapun dipajaki pejabat pajaknya menipu korup tidak bayar pajak radikalisme kumpulnya kemenkeu rt detikcom rafael alun trisambodo mantan pejabat direktorat pajak kemenkeu contoh ketahuan bayar pajak,0
547,negative,"Tercium Banyak Rafael yang Diduga Sembunyikan Hartanya dengan Cara Ini: Percuma Bayar Pajak Malah Diembat Mereka. Libur saja dulu bayar pajaknya Gus. Bayar Pajak Juga Buat Gendutin Perut Garong"" Yg dekat Rezim Busuk Sekarang ini..‼️",tercium rafael diduga sembunyikan hartanya bayar pajak diembat libur bayar pajaknya gus bayar pajak gendutin perut garong yang rezim busuk,0
548,negative,"Cepat atau lambat rakyat bakal makin males bayar pajak gara-gara orang-orang korup kayak gini. RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",cepat lambat rakyat males bayar pajak gara gara orang orang korup mirip gini rt partaisocmed bea cukai perkenalka andhi pramono kepala bea cukai makassar,0
549,negative,Mencintai itu cukup 9positive% sj...negativepositive% nya? terpotong pajak | Ingat...orang bijak...bayar pajak,mencintai 9positive sj negativepositive nya terpotong pajak orang bijak bayar pajak,0
550,positive,"kinerja KPK yg terkesan menunggu bola panas alias d viralkan baru bertindak koruptor makin meraja rela,mau Sampek kapan pun y gini aja terus.rakyat menjerit bayar pajak eh pajaknya di buat untuk memperkaya pejabat dah lah males mikir😮‍💨",kinerja kpk yang terkesan menunggu bola panas alias di viralkan bertindak koruptor meraja rela sampek y gini saja rakyat menjerit bayar pajak eh pajaknya memperkaya pejabat sudah males mikir,1
551,negative,Tamu bebas pajak. Tuan rumah bayar pajak. Petugas pajak maling pajak. Dimanakah kita saat ini? 😀 RT @CutSarina5: Orang asing bebas pajak kita di peras pajak bener bener keterlaluan kebijakan yang selalu kontrovetsi😤😤😤,tamu bebas pajak tuan rumah bayar pajak petugas pajak maling pajak dimanakah rt cutsarina5 orang asing bebas pajak peras pajak benar benar kebijakan kontrovetsi,0
552,negative,"Budaya maling itu yang radikal,ngak usah sok jadi pahlawan kalian itu hanya jadi kolektor pajak atau pengumpul pajak yang pahlwan itu orang orang yang bayar pajak paham yaa RT @elpoghu: Apakah maksudnya pegawai pajak yang tak bayar pajak itu radikal?",budaya maling radikal tidak sok pahlawan kolektor pajak pengumpul pajak pahlwan orang orang bayar pajak paham yaa rt elpoghu maksudnya pegawai pajak bayar pajak radikal,0
553,negative,Liat spt paksu agak tidak ikhlas yaa bayar pajak ini 💸,liat seperti paksu ikhlas yaa bayar pajak,0
554,negative,"Setuju bu! Ayo bayar pajak, biar harga bbm bs tetep normal. …..sehingga pegawai2nya bisa plexing mobil mewah dan moge2nya…. RT @OposisiCerdas: Menkeu Sri Mulyani Ancam Harga BBM Bisa Naik 3 Kali Lipat Jika Masyarakat Tak Bayar Pajak",setuju bu ayo bayar pajak biar harga bbm bisa tetap normal pegawai2nya plexing mobil mewah moge2nya rt oposisicerdas menkeu sri mulyani ancam harga bbm 3 kali lipat masyarakat bayar pajak,0
555,positive,Kalo bayar pajak motor di kota orang itu bisa ga ya? Jog,kalau bayar pajak motor kota orang tidak ya jog,1
556,negative,"Punya temen kerja yg bikin greget, hari ini ak mau ke kantor pajak, terus dia nyeletuk ""kamu pasti gak laporin aset² keluargamu kan?"" Ak langsung hahehoh ""hah? Aku sm keluargaku tiap tahun bayar pajak terus ya, dan semua dilaporin. Langsung kicep dia.",teman kerja yang bikin greget aku kantor pajak nyeletuk tidak laporin aset² keluargamu aku langsung hahehoh hah sama keluargaku bayar pajak ya dilaporin langsung kicep,0
557,negative,Kita bayar pajak hanya untuk memperkaya mereka RT @PartaiSocmed: Tebak isteri pejabat siapa?,bayar pajak memperkaya rt partaisocmed tebak istri pejabat,0
558,positive,Kalo bayar pajak motor di kota orang itu bisa ga ya? Ask!,kalau bayar pajak motor kota orang tidak ya ask,1
559,positive,"Audit Rekening seluruh pejabat Pajak ,akan terlihat Transaksi2 yang Aneh...!? Mereka2 tetapkan pajak ini itu ke Rakyat,malah jadi ""sarang"" kongkalikong oknum pajak dgn pengusaha nakal yg gak bayar pajak (atur2) 🤔🙄 #MenkeuBobrok #MenkeuBobrok RT @OposisiCerdas: 7positive Persen Pejabat Tambah Kaya, Tapi Hingga Kini Rakyat Dibombardir Kebijakan Mencekik",audit rekening pejabat pajak transaksi2 aneh mereka2 tetapkan pajak rakyat sarang kongkalikong oknum pajak dengan pengusaha nakal yang tidak bayar pajak atur2 menkeubobrok menkeubobrok rt oposisicerdas 7positive persen pejabat kaya rakyat dibombardir kebijakan mencekik,1
560,positive,"AYO SELAMATKAN DUIT KITA. Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu",ayo selamatkan duit masyarakat menunda bayar pajak tindakan bersih bersih kemenkeu,1
561,positive,"AYO SELAMATKAN DUIT KITA. Sebaiknya Masyarakat Menunda Bayar Pajak, Sampai Ada Tindakan Bersih-bersih di Kemenkeu",ayo selamatkan duit masyarakat menunda bayar pajak tindakan bersih bersih kemenkeu,1
562,negative,"Orang pintar narik pajak, Orang tolol bayar pajak. Heu heu heu heu heu",orang pintar narik pajak orang tolol bayar pajak heu heu heu heu heu,0
563,negative,Sepertinya gerakan anti bayar pajak benar benar diperlukan untuk memiskinkan para pejabat di negeri ini Yang setuju retwet & koment sisipkan tagar👇 #MenkeuBobrok #MenkeuBobrok,gerakan anti bayar pajak memiskinkan pejabat negeri setuju retwet koment sisipkan tagar menkeubobrok menkeubobrok,0
564,negative,"Pemerintah harusnya memang khawatir tentang nantinya akan ada resesi sex di Indonesia, kalau resesi sex terjadi penduduk bisa berkurang, dan akan semakin sedikit yg bayar pajak, imbasnya pendapatan pajak menurun, pejabat nakal jadi g kaya Resesi sex>pajak",pemerintah khawatir resesi sex indonesia resesi sex penduduk berkurang yang bayar pajak imbasnya pendapatan pajak menurun pejabat nakal tidak kaya resesi sex pajak,0
565,positive,Tol dibangun dari utang negara Rakyat disuruh bayar jk menggunakannnya. Rakyat disuruh bayar utangnya dgn pajak. Korupsi terjadi... Lalu tolnya djual karena rugi. Emang bener bener dah itu otaknya Super ungud 🤦‍♀️🤦‍♀️,tol dibangun utang negara rakyat disuruh bayar jika menggunakannnya rakyat disuruh bayar utangnya dengan pajak korupsi tolnya djual rugi memang benar benar sudah otaknya super ungud,1
566,negative,"Assalamu'alaikum ""Stop bayar PAJAK. Ayo saatnya Rakyat Indonesia menjadi kaya tanpa membayar pajak. Pajak hanya memperkaya oknum pejabat saja"" ‌#MenkeuBobrok⁩ ‌#MenkeuBobrok⁩ Pagi ☕🌹",assalamu alaikum stop bayar pajak ayo rakyat indonesia kaya membayar pajak pajak memperkaya oknum pejabat menkeubobrok menkeubobrok pagi,0
567,positive,"Bursok mengatakan, dugaan bahwa Sri Mulyani membekingi PT Bodong tak bayar pajak menguat, karena ada pelanggaran kode etik & nilai2 Kementerian Keuangan oleh Ibu Menteri  #UsutHantuTPPU3positivepositiveT #UsutHantuTPPU3positivepositiveT",bursok dugaan sri mulyani membekingi pt bodong bayar pajak menguat pelanggaran kode etik nilai2 kementerian keuangan menteri usuthantutppu3positivepositivet usuthantutppu3positivepositivet,1
568,positive,"Ayo bayar pajak RT @itbfess: jadi inget cerita dosen, waktu itu itb! dpt hibah dari belanda alat bekas tapi canggih yg sangat jarang di indo, pas nyampe di bandara ketahan bea cukai yg sangat mahal, kampus bingung bayarnya gimana, lucu yaa udah mah dpt hibah malah dipalak negara sendiri, kebanyakan (cont..)",ayo bayar pajak rt itbfess ingat cerita dosen itb dapat hibah belanda alat bekas canggih yang jarang indo pas sampai bandara ketahan bea cukai yang mahal kampus bingung bayarnya gimana lucu yaa sudah mah dapat hibah dipalak negara kebanyakan cont,1
569,positive,"Sepertinya fokus ibu Sri Mulyani saat ini baiknya ke pejabat publiknya dulu. Rakyat menengah ke bawah mayoritas pasti taat bayar pajak, hanya yg kaya yg ‘mengakali’. Iya, kyk pejabat tinggi ibu yg pinter bgt ‘mengakali’. Naudzubillah",fokus sri mulyani baiknya pejabat publiknya rakyat menengah mayoritas taat bayar pajak yang kaya yang mengakali iya seperti pejabat yang pintar sangat mengakali naudzubillah,1
570,positive,"#stopbayarpajak Gaji pegawai depart keuangan lbh besar dari lembaga lain? krn tugas mrk mengumpulkan pajak rakyat / pengusaha utk masuk kas APBN secara utuh, gaji mrk besar agar tdk korupsi, tp mngkin ada oknum utk duduki jabatan pakai uang suap? Pecat! agar rakyat bayar pajak.",stopbayarpajak gaji pegawai depart keuangan lebih lembaga karena tugas mereka mengumpulkan pajak rakyat pengusaha untuk masuk kas apbn utuh gaji mereka tidak korupsi tetapi mungkin oknum untuk duduki jabatan pakai uang suap pecat rakyat bayar pajak,1
571,negative,"Gak ada malunya mereka ini. Rakyat disuruh taat bayar pajak dan hidup sederhana, sementara mereka begini.  RT @QianzyZ: Bersih bersih jangan pakai air comberan",tidak malunya rakyat disuruh taat bayar pajak hidup sederhana rt qianzyz bersih bersih pakai air comberan,0
572,negative,"#StopBayarPajak @Kaharscahyono @DaengWahidin2 @RamliRizal @ProtesRakyat saya pamer harta dulu , udah lama saya gak bayar pajak motor mewah saya . CBR , CRF , Harley Davidson . Saya sama Adek saya sukses dan tidak bayar pajak @DitjenPajakRI @KemenkeuRI im legend hacker rich 😎",stopbayarpajak kaharscahyono daengwahidin2 ramlirizal protesrakyat pamer harta sudah tidak bayar pajak motor mewah cbr crf harley davidson adik sukses bayar pajak ditjenpajakri kemenkeuri im legend hacker rich,0
573,negative,"Buat apa bayar pajak, jika duitnya dipake pejabat pajak pamer harta dan poya poya. Ekonomi bangkrut pejabatnya makin kaya, rakyat dibiarkan melarat",bayar pajak duitnya dipakai pejabat pajak pamer harta poya poya ekonomi bangkrut pejabatnya kaya rakyat dibiarkan melarat,0
574,negative,"Dan rakyat jgn lupa bayar dan lapor pajak tepat waktu, setelah itu silahkan booster kedua... RT @Democrazy222negative: @detikcom @msaid_didu Di kepolisian ada jaringan sambo, di dirjek pajak ada jaringan tikus korup. Di pertamina ada kebakaran depo minyak secara rutin. Rakyat disuruh diam duduk manis n patuh.",rakyat jangan lupa bayar lapor pajak silahkan booster rt democrazy222negative detikcom msaid_didu kepolisian jaringan sambo dirjek pajak jaringan tikus korup pertamina kebakaran depo minyak rutin rakyat disuruh diam duduk manis n patuh,0
575,negative,Ini yang buat rakyat geram dan mengancam tidak mau bayar pajak jika pajak yang disetorkan hanya untuk dikorupsi dan untuk memperkaya diri loh?,rakyat geram mengancam bayar pajak pajak disetorkan dikorupsi memperkaya loh,0
576,positive,"(positive2) Pemilik PT Perorangan tak perlu bayar pajak penghasilan (PPh) badan, tapi hanya membayar pajak PPh perorangan yg lebih kecil dari PPh badan. #ptperorangan #badanhukum #badanusaha #umkm #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2positive24",positive2 pemilik pt perorangan bayar pajak penghasilan pph badan membayar pajak pph perorangan yang pph badan ptperorangan badanhukum badanusaha umkm ganjarpranowo prabowo aniesbaswedan puanmaharani pilpres2positive24,1
577,negative,"Maaf ini mau bertanya, bayar pajak masih wajib gak kalo gini ceritanya?",maaf bayar pajak wajib tidak kalau gini ceritanya,0
578,negative,"Lagian si bapak baju kuning juga salah, bapak itu beda kasta sama pejabat² diatas sana, bapak harusnya sadar diri. Besok² jangan diulangi lagi pak,fokus kerja dan taat bayar pajak aja biar mereka tetep bisa hidup enak Kitamah belakangan aja pak selow,kita punya tuhan. RT @kegblgnunfaedh: Sad :(",si baju kuning salah beda kasta pejabat² diatas sadar besok² diulangi fokus kerja taat bayar pajak saja biar tetap hidup enak kitamah saja sebentar tuhan rt kegblgnunfaedh sad,0
579,negative,"Gunanya bayar pajak apa? toh jalanan tetep jelek, lampu jalan juga banyak ga ada trus gunanya apa? Memperkaya oknum?",gunanya bayar pajak jalanan tetap jelek lampu jalan tidak terus gunanya memperkaya oknum,0
580,negative,"Alhamdulillah itu motor udah mati pajaknya Contoh baik untuk gak bayar pajak Hahaha RT @jokowi: Akan tetapi, kita semua harus tahu juga, bahwa tempat bahan baku maupun produksi pupuk ini adalah Rusia dan Ukraina yang sedang berperang. Ini problem yang dihadapi semua negara di dunia.",alhamdulillah motor sudah mati pajaknya contoh tidak bayar pajak hahaha rt jokowi bahan baku produksi pupuk rusia ukraina berperang problem dihadapi negara dunia,0
581,negative,"Tapi ini emg rill ya. Pajak lokal an begini wkwk. W pernah megang project villa di Babakan, sbelah bngunan w ad kndang babi puny tetangga. Jd aliran pembuangan kotoran babi tu ke villa nya wkwk trus akhirnya klien w bayar pajak tiap bulan 5positivepositivek biar saluran pembuangannya di pindah RT @tvindonesiawkwk: wdyt",memang rill ya pajak lokal an wkwk w megang project villa babakan sbelah bngunan w ada kndang babi puny tetangga jadi aliran pembuangan kotoran babi itu villa nya wkwk terus klien w bayar pajak 5positivepositivek biar saluran pembuangannya pindah rt tvindonesiawkwk wdyt,0
582,negative,"Yang punya motor ogah bayar pajak karena dia tahu uang pajaknya bakal diembat ama gerombolan Rubicon...🤣🤣🤣 RT @jokowi: Akan tetapi, kita semua harus tahu juga, bahwa tempat bahan baku maupun produksi pupuk ini adalah Rusia dan Ukraina yang sedang berperang. Ini problem yang dihadapi semua negara di dunia.",motor ogah bayar pajak uang pajaknya diembat ama gerombolan rubicon rt jokowi bahan baku produksi pupuk rusia ukraina berperang problem dihadapi negara dunia,0
583,negative,"Udah mah jadi rakyat suruh bayar pajak, ga sejahtera pula. Eh pejabatnya yg malah sejahtera. Pejabatnya kena kasus, rakyat lagi suruh bantuin lapor kalo ada kasus lagi. Terus kalian pada ngapain? Kalo apa-apa rakyat? Udah mah ga di bikin sejahtera, di suruh kerja bakti.",sudah mah rakyat suruh bayar pajak tidak sejahtera eh pejabatnya yang sejahtera pejabatnya kena rakyat suruh bantuin lapor kalau ngapain kalau rakyat sudah mah tidak bikin sejahtera suruh kerja bakti,0
584,negative,Udah nggak usah bayar pajak😕,sudah tidak bayar pajak,0
585,negative,"Gua yang udah bos sawit, direktur PT aja kaga segede gini rumahnya anjrott. 😂🤣 Cape2 dua generasi kerja masih gini2 aja. Pantesan dikatain bego sma bos sawit lain. Niat jujur bayar pajak sama cukai demi kemajuan negara. Eh dipakenya buat biayain gaya hidup keluarga ""oknum""! 🤣 RT @PartaiSocmed: Satu lagi dari BEA CUKAI!! Perkenalka: Andhi Pramono, Kepala Bea Cukai Makassar.",saya sudah bos sawit direktur pt saja kaga segede gini rumahnya anjrott cape2 generasi kerja gini2 saja pantas dikatain bodoh sma bos sawit niat jujur bayar pajak cukai kemajuan negara eh dipakenya biayain gaya hidup keluarga oknum rt partaisocmed bea cukai perkenalka andhi pramono kepala bea cukai makassar,0
586,negative,"Bayar pajak buat yaaa terus? Yaaa buaaattt……. RT @AboutTNG: Lubang di Jalan Daan Mogot, Kota Tangerang depan Astrido Toyota Tangerang memakan korban satu sepeda motor hingga hancur bodynya, Selasa (7/3/2positive23) lalu. Hati-hati ya buat pengendara yang lain!",bayar pajak yaaa yaaa buaaattt rt abouttng lubang jalan daan mogot kota tangerang astrido toyota tangerang memakan korban sepeda motor hancur bodynya selasa 7 3 2positive23 hati hati ya pengendara,0
587,negative,Pantesan pada ga mau bayar pajak 💁‍♀️💁‍♀️,pantas tidak bayar pajak,0
588,negative,besok2 kalo mau bayar pajak apalagi se dendanya sekalian kirim print foto jalanan rusak sekalian alamat lengkap jalan itu g siiie,besok2 kalau bayar pajak dendanya kirim print foto jalanan rusak alamat lengkap jalan tidak siiie,0
589,negative,"ente klo jd lawyer dgn fokus di konsultasi hukum pajak pake model bginian, keknye client"" ente adalah para mafia perusahaan yg ga mau kena pajak deh. kaya sih emang 🤣. trs klo perlu, ente brandingnya dgn jalan deketin para org kiri(k) cebok buat ngedemoin 'Tolak Bayar Pajak'. 👌 RT @lucaxyzz: Ga suka dengan aturan indo versi netizen: demo, bikin gaduh di sosmed, revolusi! Ga suka dengan aturan indo versi gua: belajar, biar maksimal menjalani kehidupan",anda kalau jadi lawyer dengan fokus konsultasi hukum pajak pakai model bginian keknye client anda mafia perusahaan yang tidak kena pajak deh kaya sih memang terus kalau anda brandingnya dengan jalan deketin orang kiri ke cebok ngedemoin tolak bayar pajak rt lucaxyzz tidak suka aturan indo versi netizen demo bikin gaduh sosmed revolusi tidak suka aturan indo versi saya belajar biar maksimal menjalani kehidupan,0
590,positive,bayar pajak penghasilan 3positive% itu crazy yh,bayar pajak penghasilan 3positive crazy yh,1
591,negative,"Buset. Cuek gini konsultan pajak iklan ngakalin pajak RT @lucaxyzz: Fun fact, gua punya 2 PT buat ngakalin pajak krn PT utama udah masuk tarif pph 29 (2positive% dari profit). Lahirlah PT baru masuk tarif UMKM final positive.5% Tax engineering =! Tax avoidance. Be smart 😉",buset cuek gini konsultan pajak iklan ngakalin pajak rt lucaxyzz fun fact saya 2 pt ngakalin pajak karena pt utama sudah masuk tarif pph 29 2positive profit lahirlah pt masuk tarif umkm final positive 5 tax engineering tax avoidance be smart,0
592,positive,"Dear @kring_pajak , untul fitur laporan realisasi PPS apakah sudah ada di djp online?",dear kring_pajak untul fitur laporan realisasi pps djp online,1
593,positive,Lapor pajak itu bisa via online. Bukan Via Valen,lapor pajak via online via valen,1
594,negative,#penggelapanpajak #samsatsamosir #polressamosir #bripkaarfansaragih #polisibunuhdiri #sianida WAJIB PAJAK KORBAN BRIPKA ARFAN SARAGIH CS ANGKAT BIASA BICARA SOAL KERUGIAN MEREKA......  via @tribunmedan,penggelapanpajak samsatsamosir polressamosir bripkaarfansaragih polisibunuhdiri sianida wajib pajak korban bripka arfan saragih cs angkat bicara kerugian via tribunmedan,0
595,negative,Para pegawai negeri semakin jadi sorotan ya wajarlah kekayaan mereka hasil dari korup pajak masyarakat enak sekali mereka ongkang² tapi bisa hidup mewah ingat dari tetangga dulu pns bisa flexing padahal dipikir secara logika gajinya gak lebih gede dari pegawai swasta,pegawai negeri sorotan ya wajarlah kekayaan hasil korup pajak masyarakat enak ongkang² hidup mewah tetangga pns flexing dipikir logika gajinya tidak gede pegawai swasta,0
596,negative,"Jadi mereka bukber tuh pake uang APBN??? Pajak kite kite nih? Sumpah? RT @donopradana: Bukber negative,2M ini kira2 makanannya apa rek? Feelingku seh mereka mangan naga presto ya, illuminati wong2 iki cok",bukber tuh pakai uang apbn pajak kita kita nih sumpah rt donopradana bukber negative 2m kira2 makanannya rek feelingku seh mangan naga presto ya illuminati wong2 iki cok,0
