String,Label
Ini janda kok makin kesini makin keliatan gak berkelas nya.. makin gak respect sama orang ini @gisel_la pake tag2 nama laki2 lain padahal gak ada hub nya dgn gempi.. saya dukung tim @gadiiingukt bahagia..,bullying
"Omg ternyata gempi jd korban cinta mm ny,, tega sekali !!!",bullying
"Papa gading yang Dateng juga terus gk terima kasih juga ya :) yang di tag juga bukan papa gading:""",tidak bully
Apa cuman gw yg auto jijiks banget ngeliat caption paling bawah ??? 😪,bullying
Gatel deh ini jari ngliat sebutir wijen lengket sama onde2... Pokoknya auto nunggu KARMA.,bullying
Ajarin dong ko bisa move on secepat kilat?,tidak bully
Cantik banget gempitanya,tidak bully
Dulu penuh pujian skg penuh hujatan ya gis 😆,bullying
Gempi ini ank yg cerdas...tpi syg mamany blom ap2 sdh mmprknalkn lelaki lain..gmna psikis ankny trggu...,tidak bully
Jijik sama caption lu @gisel_la,bullying
"Salut buat mama Gisel, Tuhan Yesus memberkatimu selalu 🙏",tidak bully
Imut kali,tidak bully
Yg lain liat caption. Saya malah salfok sama ta'a (rok) nya Gempi yang terbalik pakainya. Hehehe... harusnya belahannya dibelakang itu. 😆😆😆,tidak bully
Sayang gempi,tidak bully
Puber kedua🔥,bullying
"Pencitraan bgt, blg aj lsng pujian buat doi baru, gk ush bawa2 gempi",bullying
Yaaa... Namanya jg lg berbunga2 ya thank you Lah... Coba kalo ntar dah bosen jg di cere in 😂,bullying
Cerita perjuangannya rusakk karna sebuah ucapan buat si om wiji... hadeh😫😫,bullying
Gem percaya lah.. itu ungkapan mama kamu senang punya pacar baru.. bukan karna butuh perjuangan bertemu dengan mu..,bullying
"Lama2 eneq lihat @gisel_la lucu terimakasih kok sama pacar baru,mantan suami malah gak diucapkan,muak lht gaya mu ma @jaysforeal",bullying
HAHAHAHAHA SUMPAH INGINKU BERKATA KASARRRRRRRRR HAAAAAHHHHH,bullying
OTAK DAN HATI UDAH KETUTUP BANGET YA MBA? UDAH GABISA MIKIR LAGI YA MBA? HIH GEMES BGT GUEEEEEEE,bullying
Seru seru komentarnya hehe,tidak bully
Gempi gemesin sumpah pengen meluk mama nya uwuwuwu,tidak bully
"Demi ank kya nya wktu nya kejar"" ya ma"" @gisel_la tapi sma uncle bsa nempel trus🙊 maaf kan aq ya allah gk bsa banget ngerem kli ini😭😭",bullying
Auto unfollow @gisel_la Gue. Udah emak emak. Tp kayak cabe cabean otaknye. mungkin krn dapat terong baru kali yakk.,bullying
Wah adat Dayak ya yang dipake 😄 So cuteee 😍😍,tidak bully
Dulu aku mikir perceraian ini kesalahn gading tapi ternyata ini real kesalahan gisel bisa diliat sudah kenyataannya,bullying
seperti tergilagila dgn si lelaki ituh selalu dibanggakan😂😂😂,bullying
autoo ngakakk 😂 Gilaa sih ini,bullying
Apa cuma ak yang ngerasa kalo Giselle gendutan skg?,tidak bully
jadi mama yg baik & berkorban cm krn nasehat pacar doang??? #miris,bullying
Buat anak gk ada alasan apapun...jungkir balik jg di jabanin sel...ini cuma naik pswt pagi aja..pke di omongin...emang ke ganggu ya bobonya ama wijin...,bullying
Mama isel bucin ya :(,bullying
"Gempi gak butuh biji wijen woi...sbg seorg ibu jg, aneh bgt bc caption bgitu..itu hal yg biasa bgt. Tambh lebih gak bermakna ada ucapan trima kasih segala ke org lain. Hadehhhhh",bullying
Tetap semangat cik gisel.. Gbu🙏,tidak bully
Tetep cantikkkk padahal lack of sleep,tidak bully
"Hal paling menyakitkan dari anak broken home dikenalin orang baru dari yg Deket sama ortu,,,apalagi nanti ortu punya keluarga baru dan anak baru rasanya aneh,,, semoga gempita ga ngerasain ya sayang😘😘😘",tidak bully
Gempiiii😍😍 pasti seneng deh punya mama hebat kyk mama gisel❤️,tidak bully
Ini cowoknya gapunya kerjaan ya? Perasaan ngintil mulu heran,bullying
Cantik bangeet gempi,tidak bully
"Emg kalo lg jatuh cinta mah kaya gtu, dimana aja , kapan aja, dengan siapa . pacarnyalah yg bakal disebut2 ...netizen nich kaya gx pernah pacaran...uhuk uhuk",bullying
Apaan sih lebay banget. Sebagai orang tua udah K E W A J I B A Nnya keles gitu buat anak..... Proud Mama tu yg bisa 24 JAM PENUH bisa buat anak suami dan keluarga. Kalaupun kerja atau berkarya dengan ijin suami dan tidak mengesampingkan anak suami.,bullying
Biasanya kalo cerai emg gara2 pading selingkuh/deket sm perempuan lain gitu pasti macel trauma atau gmn ya males gitu buat fokus ke laki2 lain mending bahagiain diri ke gempi but ini baru satu bulan cerai macel udh ada gandengan😁jd dsni siapa yg puber ke dua macel atau pading? Ehehe,bullying
Idola gueh 😍,tidak bully
Baru kebeli tuh nenen palsu nya kmrin kmrin masih blm nyampe dana nya ya😂😂😂 jadi cewe ko maksa maksain😂,bullying
Aduh kak milen😢,tidak bully
Gimana rasanya punya nenen? Suka sakit ga kalo datang bulan?,bullying
Sedih . Kasian keluarga nya. Demi apa millen jadi kaya gini..,tidak bully
Conggggg bencoooongg,bullying
Baca postingan ini gue langsung cek ig dia kirain dah jd cowo gak taunya masih jd cewe jd yg dimaksud jd diri sendiri tuh apa 😂,bullying
ga gitu tolol,bullying
"Kamu bukan influencer dan kamu bukan dirimu sendiri. Yg suka ngaku2 klo dia jd diri sndiri padahal gak sama sekali. Segeralah kembali ke fitrahmu, Boy.",bullying
Bukan jadi diri sendiri tapi kamu membohongi diri sendiri @millencyrus,bullying
@millencyrus semangat ya... Gausah peduliin omongan orang yang gak tau apa2 tentang kamu ❤️🌈 #pride🌈 🏳️,tidak bully
"orang2 indonesia sangat close minded ya. coba deh kalian tuker posisi sebagai @millencyrus , emg pada awalnya dia yang membuat dirinya menjadi seperti sekarang? pasti aku yakin pada awalnya millen juga bingung dan bukan mau nya dia untuk menjadi seperti sekarang. tolong deh respect aja sama keputusan orang dalam menjalani hidupnya. dia mau bagaimanapun itu bukan hak kita untuk men-judge orang lain, tolong kalau berfikir itu open minded. kalian pun gatau rasanya seperti apa diginiin sampai hal yang terjadi sama millen terjadi sama kalian semua.",tidak bully
"Ah sudahlah, suka2 lu aja, intinya gw merasa gagal jadi cewek kalau tengok lu",tidak bully
aduhhh gbloknya pure sekali,bullying
‘jadi diri sendiri’ mksdnya jadi sm dg apa yg ng rasa nyaman bukang lia dari ‘dia ganti gender dsb’ huft @mikhafelicia_,bullying
BALIK LAGI JADI LAKI-LAKI ATUHH PLISS:(((( @millencyrus,tidak bully
sukses terusss kakak aku😘,tidak bully
Dia bangga. Karna nama dia ada di media😂,tidak bully
"Ya udah, lu balik lagi jadi laki",tidak bully
Tapi aku masih nyaman dijalan syetan,bullying
Semangat mas millen! Kami selalu berdoa untuk kamu yg lebih baik 😊,tidak bully
Semoga cepat sadar,tidak bully
Faktanya millen tak jadi diri sendiri .. jati diri cowok malah jadi cewek,bullying
Tapi kamu berdosa pedro ..,bullying
"ka millen sabar dan tetap kuat yaa, ingat banyak yg mendukung kakak juga kok. smangat!!🔥",tidak bully
membohongi diri sendiri itu melakukan sesuatu hanya utk di senangi org pdh diri dia sendiri ga nyaman. Dan itu namanya munafik,bullying
Kaya gini hal positif? Ini bukan jdi diri sendiri namanya ini menjadi org lain dan hal negatif mencontoh kan hal yg buruk buat generasi muda,bullying
Ingat alam kubur🙏,bullying
Menjadi diri sendiri itu make sarung bukan make dress .. !!!!!,bullying
Menjadi diri sendiri? Tapi kalo kondangan atau kumpul sama keluarga Ashanti gaya nya jadi cowok lagi 😂,bullying
Positif darimana anjinggggggggg. Hati ibu kamu udaa pasti ancur nohhhhh. Prihatin guehhhh sm generasi anak muda yg kaya begini,bullying
Bodoh,bullying
"Ngakak artikelnya , vangke yang bikin artikel nya !! Jadi diri sendiri apa coba ?? Hal positif dari mana ?? *MERUSAK*",bullying
positif pala lo,bullying
Jadi diri sendiri atuh jd lelaki sejati bkn jd kewanita2an .,bullying
Nyebarin racun iya,bullying
"kalo mau jd diri sendiri, brarti lo harus balik ke fitrah lo sbagai laki"" dong len @millencyrus",bullying
apaan positif. km tu bikin rusak,bullying
Sadar gk sih kalau km itu belum jadi diri sendri.. renungkan dan pikirkan!!! Kau fikir dengan merubah takdir kau susah menjadi dirimu sendiri tuhan tidak pernah salah mencuptakan manusi Millen... ingat bapakmu di alam kubur sedang mempertanggung jawabkan atas kelakuan mu,bullying
kamu itu sedang tersesat sayang semoga kamu cepat sadar yaa💯☺,bullying
wahh sesat,bullying
Setujuuuu sukses terus selebritis hiztts aqueee😘💕😘💕😘💕😘💕😁💕,tidak bully
"Menjadi diri sendiri ya berarti elu harus nyadar bahwa eluuu berkontol mileeeeennnnnn... Heran gue... Jadi diri sendiri apanya...kamu bohongi diri sendiri kok!!! Hmmmm,",bullying
Ternyata masih banyak org indonesia yg gak paham arti dari “Menjadi diri sendiri” haduh oon nya natural sekali.,tidak bully
Semangat terus mas .....😘😘,tidak bully
positif pala lo😰,bullying
Insaf milen,bullying
"Inspiring emang idup lu di jalan yg benar ? Sodara lu aja ngebully gmn orang,,",bullying
Goblok sih,bullying
"Gw sih setuju ama milen, terlepas gimana dia berpenampilan setidaknya dia ngga munafik.. Ngejudge org lain ngga ada untungnya kuy..",tidak bully
Banciii,bullying
"100% yakin keluarga, tmn2 dan orang2 akan bangga sama kamu kalo km kembali menjalani kodratmu yg sebenarnya",tidak bully
semacam idiot teriak idiot ya anda? Wow miris sekali. Semoga keturunan lu nanti ga ada yg melenceng ya.,bullying
"Maaf ya menjadi diri sendiri yang seperti ini disebut positif? Nah terus semua yg jalurnya sama seperti dia gimana ? Yang bahagia jd diri sendiri elu ! Kalau tuhan marah terus bencana, kita semua yg kena !",tidak bully
"Generasi rusak begini dibilang positif. Medianya beneran dri Indonesia? Kok yg ngerusak moral di dukung sih?? @millencyrus , sakit lu ya",bullying
Nyebarin hal positif apa lo TAI? Yang ada nyemar penyakit jing! @millencyrus,bullying
Dia laki tp ada tetenya?ko aneh sih aku gangerti deh wkwk @millencyrus,bullying
Harusnya dia jd suami 🤣 kok malah gini,tidak bully
"Cantik, bertetek pulak. sayang berjakun pulak masnya🤭",bullying
Makin hari kok makin mirip ama lucinta luna🙊,tidak bully
"Kalo mau ke toilet umum, masuknya ke cewe atau ke cowo?🤔",bullying
"Mau tanya mas cantik, kalo hari jumat suka solat jumat dimasjid gk yah?",tidak bully
"Kamu laki-laki, itu kodratmu, seharusnya tidak berpenampilan seperti perempuan. #hanyamengingatkan",bullying
Entah lah lu keliatannya ga muna. Percaya diri bgt. Dan gue Jadinya suka sama elu ka @millencyrus .. Sukses terus 😊,tidak bully
Kasian banget pengen jadi cewe ya sis..,bullying
Model bgni emg hrs sering2 di ingetin guys..spya kmbli k jln nya..bukankah sbg ssama muslim hrs sling mengingatkan spy lbih baik,bullying
"Bodohhh yaaa kasihan bgt, secara tidak langsung hotman paris itu permaluin lu bego",bullying
"Cantik bngt kak milen mendadak aku respect banget lihat kak milen divlog bang hotman,mungkin klo aku yg diposisi gak akan sekuat kakak semangat kak ❤️btw namanfans nya kak milen apa ya?",tidak bully
Kenapa selangkangan n ketek item sih kaa.. ke skincare gih biar mulus kaa .. ga enak bgt diliatnya,bullying
Cowok kok pakai kutang?,bullying
Fotonya aja gak mendidik gimana mau komen yang mendidik coba 😂🤗,bullying
Hey masss ! Lohh ko ada tete nya ??? Sejak kpn? Prasaan kmaren masih punya batang yaaa,bullying
Cakep gegara photoshoot aja dah,tidak bully
Tante cba hpus makeupnya pling nga kelihatan cntiknya tante girang 😊😆😂,bullying
Kok kyk orang kampung yah_-,bullying
Kyk tante tanteee....natural lebih cantikkkkkkk... 😏😏😓😓😁😁😊,bullying
"Gue senengan liat dia masih kecil,,ga trlalu bnyak neko yg dandanannya lebih dri orang kesurupan @aurelie.hermansyah",bullying
Wkwk gak tau malu.. Sudah operasian juga sok² posting poto,bullying
"Tante abis nih, itu muka atau buku gambar kok menor kali",bullying
Kayak tante2 ndak cantik2 amat,bullying
"Gaya.y trllu mksa,, kaku bingitsss,, bukn bntng model bangtss,, maaf yaa. Tpi ttp juara makeup.y ,, cantik. 😍😍",bullying
"tante2 bgt , msih kecil tp dndannya kya bude2... ksian",bullying
"Ehhh mata lu pada katarak ya cantik dari mna udah kya cabe"" an iyaa, blm cukup umur tuh,pakaian udeh kaya tante girang 😄😁😁😁😁",bullying
Eggk tau malu,bullying
"Aurat tan, ampuuuun aku suka kau yg dulu 😂😂😂",bullying
Amit2 .. mau kali tu mukanya kaya gitu... ??? Najiiiisssss... !!!!!!,bullying
Kaya anjing Klo kaya gitu..,bullying
"Mudaan ashanti di banding aurel,muka nya udah kya tante2 klo pull makeup...",bullying
Tuaaa amaaatt 🤣🤣🤣🤣 inget umur lah.. bergaya kek tante2 🤣🤣🤣😂,bullying
Masih muda. Tp kok udh kayak nenek2 aja🙊,bullying
Kayak umur 30an,bullying
Ini muka @aurelie.hermansyah di permak ama duit.. Coba bandingin ama muka dia th 2010 enggak kuat maaaaaaaaakkkkk,bullying
sudah kayak setan aja kau @aurelie.hermansyah .. tobat lah tobat,bullying
gilee tante2 umur 40thn,bullying
Astagaaaaaaaaaaaa...NORAK,bullying
Aduh susah nih bedain bunda sma ank nya. Nth ank nya yg ketua.n atau bunda nya yg keliatan msh muda,tidak bully
"Coba make upnya di sesuaikan sama umurnya, miris deh sama anak jaman sekarang",tidak bully
Trll dewasa si dek. Natural aja udh cantik kok malah sangat cntik. @aurelie.hermansyah,tidak bully
Kaya tante girang eoh cuih,bullying
Oalah muka nya dah percis janda beranak 6.mpunn mending operasi penukaran wajah dan kepala aja.biar halusinasi nya terwujud,bullying
jijik anjir mukanya kek tante2😖 sok2an pake lipstik tebel2 biar di kata apansi?biar kek @kyliejenner?,bullying
Inilah anak yg lupa sm ibu yg lahirkn,bullying
Lebih tuaan anaknya si... Wkwkw,bullying
Kok berasa kaya adek kakak ya bukan kaya ibu sama anak😂 😍,tidak bully
Jangan kyk gitu malah kesanya kyk mbok,bullying
Aws rel jd malin loh.. Anak baik kasih sayang sm ibunya itu ga boleh putus.. Jgn modal cantik aja tp baikin sifat pndendam jadi sifat terpuji,tidak bully
Anak keras kepala mimi nya ulta Gak dateng ingat Surga di bawah telapak kaki ibu 💔💔💔💔💔💔💦😂semoga kena ajam yang lebih pedas tuh c. Lolly,bullying
Kak aurel yang sabar kak emk hidup manusia kaya gini kak yang sbar aja kak. Aku juga kesel banget kalo komentar orng kaya gituh amat @aurelie.hermansyah,tidak bully
"Padahal ibu dan anak,tapi muka kek seumuran 😅",tidak bully
Aurel kayak emak2 🤣,bullying
Anakkk durhaka @aurelie.hermansyah,bullying
"Maaf ini umurnya beda berapa tahun ya,,kok sama mukanya",tidak bully
Kaya seumuran jir wakakakak bukan ibu sama anak. Trollsssss,bullying
"Mama asyanti lebih muda dr pda aurel , aurel nya kayak ibunya 😮",bullying
Ini maknya yg awet muda apa anaknya yg mukanya boros ??? 😂😂😂 #justask,bullying
"Kayak tante tante iuuuhhhh, sesuaikan dong sm usia nya",bullying
"Aku sllu mngikuti perkembangan kmu, tp aku lebih suka kmu yg natural, ini klihtan dewasa bngt , kurang cocok saja",tidak bully
"issss jiji banget liatnya dasa tante"" gak tau maluuu aurat dipamerin disosmed aduhhh neng geura insaff enggal geura shalat",bullying
Kasian bapaknya bakalan diseret ama anaknya sendiri ke neraka. Rel kalo saya sama pipi tutup auratmu rel kasian pipi lu nanggung dosa2 lu,bullying
Ya ampun pahanya kyak balok pemecah batu bata,bullying
Kenapa gak telanjang sekalian.? Tuh muka kan udah didempul tebel gitu...keliatan norak malahan...,bullying
"astagfirullah alazim, rasanya nggak pantas anak umur segini di dandani seperTi ini ya",bullying
Bibirnya mau jatoh relll....,bullying
Bibir monyong sok seksi lu!!!!...dasar buluk!!!!!!,bullying
itu bibir tebel bgt ky martabak bangka😆😆😆,bullying
"Makup mu ketebalan tu @aurelie.hermansyah jdi bnyk yang bilng kyk tante2, coba lbh tipis dn kelihatan netral, pasti sesuai dgn umur mu.",bullying
"Kamu cantik , Tapi penampilannya tidak sesuai dengan umur jadi seperti tantte"" jadinnya. Bertemanpun sama tantte"" mungkin kamuu",tidak bully
G nahan liat alisnya...ketebelan...,bullying
alahh... bukan muka alami aja loh,bullying
Muka apee burik sapi😂,bullying
Operasian semua tuh muka,bullying
Cakep gegara photoshoot aja dah,tidak bully
"Aku sllu mngikuti perkembangan kmu, tp aku lebih suka kmu yg natural, ini klihtan dewasa bngt , kurang cocok saja",tidak bully
"Maaf ini umurnya beda berapa tahun ya,,kok sama mukanya",tidak bully
Apa nggak sesak nafas yaa pake baju super ketat gitu??,tidak bully
"Ini mah Adek kakak ,,,, sok asik aja ngaku nge rasa ibu & anak",tidak bully
Jadi ank kok gt amat rel. Ibunya ultah ga di ucapin di posting.makin ilfil,tidak bully
"Bayangin deh gmna perasaan mimi kalau sikap kaka kyk gtu...punya hati gak sih? Gue aja nih yah orng lain ngeliat kamu kayak gini. Kok nyesek gitu. Please, hargai ibumu mumpung masih hidup biar gmna dia ibu yg melahirkan kamu.. Stidaknya posting photonya kek biar bahagia.. Jangan bunda truss yg d posting.. Miriss",tidak bully
Aws rel jd malin loh.. Anak baik kasih sayang sm ibunya itu ga boleh putus.. Jgn modal cantik aja tp baikin sifat pndendam jadi sifat terpuji,tidak bully
"pendendam bgt,padahal sama ibu kandung sndri.dluar sana masih banyak lbh dari kamu masa lalunya,tp mereka luluh dan terima.ingat ibu kandung,dewasa dong.",tidak bully
Trll dewasa si dek. Natural aja udh cantik kok malah sangat cntik. @aurelie.hermansyah,tidak bully
"gak cantik banget sih kak, jijik",bullying
perempuan munafik,bullying
@ross_buyung ooo intinya hamil duluan gapapa ? yg penting ada bapaknya ? aduh bambang 😂😂😂,bullying
Ayu kau itu cantik mbok kl dgm lk2 jgn terlalu dekat apalagi bkn muhrim .,tidak bully
"Jaga jarak klw bukan muhrim,, mba..... InshaAllaah nnti pasti dapat suami yg baik juga.... 😊",tidak bully
gsemua cowo di peperin nanti mlendung trus ditinggal kabur baru mewek2 dech😂😂😂😂,bullying
templok sana sini 😱,tidak bully
Is samph murahn skrng udh naik hrga tuh 200 jut prjm y @ayutingting92,bullying
Nih suami km bukan ko begitu bukan suami nya mengerikan bgt bebasnya km Anis jmproh ketanah suci loh,tidak bully
nemplok kayak perangko non,tidak bully
Alah alah yg komen sok suci semua jikalau anda semua di posisi ayu pasti gak tahan nemplok...anda kan iri karna gak bisa mukanya pada standar😂😂😂😂,tidak bully
Capel baju nya @ayutingting92 sama calon suami nya dan sekali gus ayah dri bilkis,tidak bully
Pepet terus,tidak bully
Wajah2 artis kampungannn,bullying
Anjeng alay,bullying
cantiknya teteh...tetap semangat teh,tidak bully
ALIS LO JELEK GOBLOKKK JANDA ALAY,bullying
Dasar perempuan palsu!!,bullying
"Apaansih lo janda alay, temposss...",bullying
Daripada dihujat mulu mending lu jgn kegatelan deh jadi janda,bullying
emang ya ga punya otak. Hidup lo penuh dgn dosa,bullying
"ngeliat gaya artis ini rasanya pengen muntah, jijik enek gw",bullying
PERSIS RATU SILUMAN !! NGERI IH,bullying
nempel mulu lo sama laki,tidak bully
jual diri di turki ya??,bullying
Artis gak laku nih!!,bullying
janda gatel ni,bullying
cantiknya teteh...tetap semangat teh,tidak bully
jangan dengar omongan orang maju terus apalagi ayu semakin cantik,tidak bully
tebel amat alisnya,tidak bully
"Eh beruk bukan mslh uang sbrpa nya atau hrta yg prnh dksih mami dp sma lu beruk , klo lu nya gk reseh atau pnya attitude baik mah bagi mami dp gk mslh uang sgtu, ini mah loe udh gk tau trimakasih trs gk pnya attitude belagu,sombong lagi, mana ada sih org yg mau ngasih2 gtu aja sma org kek loe ,mami dp capek2 krja buat ngbiayain kluarga loe , blsannya kyak taikk , so so an mau gantiin smua ,sok aja klo mampu gantiin dri mulai loe brojol ,hahhaa ngakak gue nnton transtv acara rumpi loe di sorak in penonton dsuruh turun ,gk pnya muke lu ,",bullying
Jauh beda di saat di tv. Item banget. Tua juga. Lebih mudah mami dewi dari pada u. Makanya. Hati itu jgn jahat2 jgn ad iri dan dengki.,tidak bully
@ayu_arianto kalo ga ada hukum bisa di lemparin itu. 😂 temenku aja yg nonton dibelakang di sekililingnya pada neriakin fitnah..gembrot sy denger nya merinding dan kasian si. Kulitnya sawo matang ya. Mamah temenku sampe kaget takut ada keributan akhirnya pulang,tidak bully
@meldi_roseloper heeh pecun bkn idaman semua mertua.. idaman semua dugong sm baboon🤮🤮,bullying
heeeh bangke madagaskar muke lu nooooh ditipi kek DUGONG...dah dekil gembrot lagi...malu ma MONYET laaah cuuuuuy😂😂😂🐒🐒🐒🐒,bullying
KINGKONG HITAM,bullying
Jelek ya wajah di tv aneh ih sama di ig edit jago pake aplikasi apa kak,bullying
Mel ngga mampu beli rok kebaya apa ya 🤔,tidak bully
Cieeeee yg di usir Penonton...... Wkkwkwkwk,tidak bully
hahaha ngakak gw liat lu di tv.. di surakin muluu .. di minta tepuk tangan malah di surakin. hahaa malu gak shaayyy ?! kalo gw jadi lu sih udh cabut. sampe di usir segala sama penonton 😂😂 lu yang jd bintang tamu kok gw yang malu ya. hahaha kasiaan. . banyak2 sabar ya shayaaaanggg 😂😂😂,tidak bully
"@kaylaalexandra300401,Wajar dihujat sesuai perbuatanya yg zolim sama saudaranya... Silahkan yg mau menghujat...",tidak bully
Bidadari dari mana ini... Kok ancur,bullying
"HAHHAHAHAAAA KEPEDEAN LO JEMBUT ANOA, MAMPUS DISORAKIN 1 STUDIO. NGACA SADAR MAKANYA.",bullying
"@meldi_roseloper mimpi🤣 salah satu ciri perempuan yg ga pantas dinikahi, salah satunya, suka membuka aib dirinya atau keluarganya.",bullying
Udah ga punya urat malu ni orang d teriakin penonton kya gtu v msih so imut...haahahh ngeri lo d lempar sandal ma penonton deh gw mah ler....ahhhahhaa,bullying
@meldi_roseloper najiiiiiiis💩💩,bullying
@meldi_roseloper 😂😂 halu 😆,tidak bully
BABON MADAGASKAR🤣,bullying
"Msh dpake aja selendangnya.. diajak nyanyi kagak lu mbak mbak, kok gada malu nya",tidak bully
MUKA LOE KAYA BABI MEL,bullying
Lupa ngedit ya sayyyaang muka lu buluk tuh🤣,bullying
Eh begoo denger. Lo knpa si ga sadar2! Lo tuh gada yg SUKAA! GADA YG FANS! Nyadar napaa looo!! Lo live di rumpi aja yg gada yg suka amalo jiji,bullying
"SILUMAN KUDANIL GEMBROT DRPDA KISS"" GEMES GK KARUAN MENDING AMBIL PISAU KIKIS TU MUKA BIAR TIRUS",bullying
Baru kali ini liat orang lagi di tv di sorakin disuruh turun sama penonton🤣👌 jadi pen ikut nyorakin jugaa lolll,tidak bully
"Kok.tampang beda banget seh sm ditv pas drumpi no secret, terlihay aslinya gendats kek gemblong dan ga seputih yg dphoto, itu tangan kek gw yg udh beranak dua, bagusan jg body gw yg udh lahiran dua anak, aduh maaf gw julid......",tidak bully
Jarinya gede2,tidak bully
Kaya tante2 genit😂,bullying
"Kalo udah jadi cwek gk malu y ngeliatin auratnya, bleneg emangnya kalo pake baju bawahannya sampe paha gak keliatan ap tytydnya? Gondal Gandul 😂",bullying
LU BILANG LU MIRIP LISA ANJING BANGETT LUU...,bullying
TRUSS LU BILANG JANIE BLACKPINK NGIKUTIN GAYA .. MIMPI APA LOO BANGSAT,bullying
Transgender su,bullying
Pedang pedang,tidak bully
Bencong @lucintaluna,bullying
Ehh mas fatah,tidak bully
Lucinta luna goblok👿👿,bullying
calon penghuni neraka jahanam tobat mass fatah,bullying
Waduh mas Fatah nggak mau tobat nih wkwkw @lucintaluna,tidak bully
Masih blm ngerrti cwe ap cwo si @lucintaluna . Knp sih pengin jd cwe? Kan Alloh udh takdirin jd cwo,tidak bully
Aku sebagai perempuan merasa gagal jingg😭😭😭,tidak bully
Mas kan cowok kok dandan sii?,bullying
kokk jijikk gw lihatnyaa wkws,bullying
Babi,bullying
Body kw,tidak bully
harus sabar ya lucinta laki laki harus kuat ngadepi nitizen,tidak bully
Itu nutupin kontol yeee kaannn...,bullying
Halu jual diri di singapore,bullying
HEII BENCONG BANGSAT DAN BIADAB SADARLAH ENGKAU WAHAI BENCONG BERTITIT,bullying
"Dosa lu, masuk nerka",bullying
Cantiknya mbak lucinta luna 😍😍😍😍,tidak bully
"lisa blackpink cewe tulen, lu bukan cewe gapantes disamaan kaya lisa",bullying
Antara sangar ama kekar,tidak bully
Cantik macam cewe jdjdian:v,bullying
Lha emng situ transgender klo ga ngrsa transgender knp marah siih...,tidak bully
Cantik sih parahh,tidak bully
Cantik seksi aku suka kaka luna😇🙏😍,tidak bully
Otw oprasi jakun.wkwkw,tidak bully
Mahal Bgt Operasi Kelamin Nya Nya,tidak bully
Ratu?? Ratu banci and oplas njor,bullying
@withapas body goals? Operasi jadi body goals? Ah engga deh mending gemuk tapi asli hehe,tidak bully
Iblis Berjilbab tetep panas 😂😂,bullying
"HAHAHA bener... percaya bgt, nggak mungkin laki yg ninggalin😍😍🤸‍♀️",tidak bully
"Pantes laki pada ninggalin nih orang krna kelakuan ny lebih rendah dari binatang... Laki mana yg mau sma makhluk kek begini,,, nanggung dosa ny yg dah ga terhitung... Cuma laki bodoh dan ga punya otak yg mau ama makhluk kek begini!",bullying
Istgfar bu😢😢😢😢😢😢,tidak bully
Momy kan dlu pernah d tawarin ya mi jdi model luar negri keren mah body momy mah ngk ad bandingannya paling wow bnget 😍 @nikitamirzanimawardi_17,tidak bully
Momy cntik jgn mrah2 donk,tidak bully
Hm.... Mungkin dia lagi khilaf.,tidak bully
"Sibuk berantem terus sm org , ga capek ap @nikitamirzanimawardi_17 ??",bullying
Astafirullah.. kemaren nya pake hijab skarang malah tambah parah hijab tidak bisa di permain kan hanya karena ingin tenar.. gw kira udah benar tobat gaya nya pake hijab tau2 nya jadi bule lokal.. asli parahhh,bullying
"cantik bgt kaka masa allah.... body nya bgus bgt...,",tidak bully
@eva_agustina0608 sia2 mba dia gk akan ngerti dosa itu apa? Org sdh gk ad otak ma hati. Namax merasa cantik sejagad asal telanjang gtu. Supaya apa coba ya kan..,bullying
Pengen gw tarik talinya,tidak bully
"Aku belum tau kalau belum coba kak hehehe sehat selalu my Idol, biarkan anjing menggonggong kapilah berlalu, sehat selalu Kak @nikitamirzanimawardi_17",tidak bully
Ya allaj dulu sempet berhijab knp sekarang tambah buka bukaan,bullying
@andi.nenidia kn ratu sensasi..apa aja di lakuin biar viral .dl dia pke hijab sy gk kget dlm hti eleh nnti jg di lepas ..cangcutan lg di umbar ..trnyta bener..sdh bisa kebaca.,bullying
Jangan sombong say nanti jg mbk niki bakal jd nenek kriput jg✌,bullying
Mba Nikita itu the best,tidak bully
Cantik banget kk nikita,tidak bully
Keren,tidak bully
"@dindahauw3 haha betol jangankan jdin istri mau jadiin pacar aja gue mikir 1jt x,orang agak2 gitu",tidak bully
@nikitamirzanimawardi_17 body y murahan..di pamerin...d buka2...,bullying
Pakai hijab lebih cantik.kenapa di buka..... 😢semoga hidayah kembali lagi pada mu,tidak bully
Najis dasar lonte,bullying
Artis gak laku,bullying
Ini nih publik figure yg ga layak di lihat!!!,bullying
Apa lah daya gue baru anak 1 badan ga balik lagi nah si nyai anak udh bererot badan masyaallah pengen nyebut aje gue rasanya @nikitamirzanimawardi_17,tidak bully
Artis2 yg kontroversi kayak gini yg dukung pak jokowi..,bullying
@nikitamirzanimawardi_17kaaa niki aku mau bikini nya dong😘😍 aku suka warna pink nya kaa 😊,tidak bully
Waoouuwww....ngiri....Nyai... Kok bsa pnya body sebohay gtu yaaahh...,tidak bully
No Edit ☠ masih keliatan stretch mark nya ❤️ salute buat kakak nyai cantik 👏👏👏😘,tidak bully
Cantik n kece banged.,tidak bully
